UPC#12,UPC#11,KEHE#,CUST ITEM#,BRAND,ITEM DESC,SIZE,UOM,PACK,CASE PRICE,RETAIL PRICE,CAT1,CAT2,CAT3,CLASS DESC,DIV DESC,DEPARTMENT,ITEM STATUS,CASE LENGTH,CASE WIDTH,CASE HEIGHT,CASE WEIGHT
047495210194,04749521019,255664,,NATURES BAKERY,NATURES BAKERY BAR FIG WW STRWBRRY 6CT,12.00,OZ,6,27.360,6.59,Natural Grocery,BREAKFAST BARS,BREAKFAST BARS/TOAST,BREAKFAST BARS,NATURAL GROCERY,100,ACTIVE,0000014,5.75,5.880,5.320
027271121357,02727112135,255713,,BRIANNAS,BRIANNAS DRSSNG VNGRT ITALIAN,12.00,OZ,6,18.540,4.49,Specialty Groce,CONDIMENTS DRES,SS SALAD DRESSING MI,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.12,8.120,8.740
074305035128,07430503512,255734,,BRAGG,BRAGG DRESING APLE VNAGRET ORG,12.00,FO,6,31.680,7.59,Specialty Groce,CONDIMENTS DRES,SS SALAD DRESSING MI,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000008,5.50,8.140,8.000
075500005206,07550000520,255751,,TEXAS PETE,TEXAS PETE SAUCE CHA SRIRACHA,18.00,OZ,12,49.200,5.89,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,8.30,8.100,15.180
020138996044,02013899604,255816,,FISCHER & WIESE,FISCHER & WIESER SAUCE RSTD RSPBRRY CHPTLE,10.50,OZ,6,28.080,6.69,Specialty Groce,CONDIMENTS DRES,SAUCES & MARINADES,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.00,8.000,6.750
856017003370,85601700337,255825,,BIRCH BENDERS,BIRCH BENDERS MIX PNCAKE ADD WATER,14.00,OZ,6,30.540,7.29,Specialty Groce,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,SPECIALTY GROCERY,100,ACTIVE,0000013,9.80,4.500,5.700
856017003400,85601700340,255827,,BIRCH BENDERS,BIRCH BENDERS MIX PNCKE ADD WTR CHOC CH,16.00,OZ,6,25.500,6.09,Specialty Groce,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,SPECIALTY GROCERY,100,ACTIVE,0000013,9.50,3.310,6.450
856017003387,85601700338,255829,,BIRCH BENDERS,BIRCH BENDERS MIX PNCAKE ADD WATER CLSC,16.00,OZ,6,25.500,6.09,Specialty Groce,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,SPECIALTY GROCERY,100,ACTIVE,0000013,9.80,4.500,6.450
735995090100,73599509010,255883,,MOORE,MOORE SAUCE BUFFALO WING RANCH,16.00,OZ,6,20.040,4.79,Specialty Groce,CONDIMENTS DRES,WING SAUCE,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,5.62,8.250,8.000
897922002355,89792200235,255886,,PB FIT,PB FIT PNUT BUTTER PWDR CHOCOLATE,15.00,OZ,6,42.300,10.09,Specialty Groce,NUT BUTTERS,PEANUT BUTTER,NUT BUTTERS & TAHINI,SPECIALTY GROCERY,100,ACTIVE,0000006,11.40,7.700,7.200
705599011627,70559901162,255898,,KODIAK,KODIAK MIX FLPJCK PWR BTRMLK,20.00,OZ,6,32.220,7.69,Natural Grocery,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,NATURAL GROCERY,100,ACTIVE,0000012,6.00,9.000,8.000
074680012240,07468001224,255986,,WOEBER,WOEBER MUSTARD YELLOW,24.00,OZ,12,18.480,2.29,Specialty Groce,CONDIMENTS DRES,MUSTARD,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000011,10.50,8.750,19.500
897988012084,89798801208,256012,,HEAVENLY ORGANI,HEAVENLY ORGANICS HNY PATTY CHOC ALMND ORG BA,4.660,OZ,6,24.480,5.99,Natural Grocery,CHOCOLATE & NOV,BAGGED CHOCOLATES,CHOCOLATE & NOVELTY CONFECTION,NATURAL GROCERY,100,ACTIVE,0000001,6.50,8.000,2.200
698639080038,69863908003,256018,,PANDA EXPRESS,PANDA EXPRESS SAUCE ORANGE,20.75,OZ,6,25.620,6.19,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,5.62,8.870,8.800
698639080045,69863908004,256019,,PANDA EXPRESS,PANDA EXPRESS SAUCE MANDARIN TERIYAKI,20.50,OZ,6,25.620,6.19,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,5.62,8.870,8.700
698639080052,69863908005,256020,,PANDA EXPRESS,PANDA EXPRESS SAUCE KUNG PAO,18.75,OZ,6,25.620,6.19,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,5.62,8.870,7.900
718604972332,71860497233,256093,,NONNIS,NONNIS THINS CRANBERRY ALMOND,4.440,OZ,6,22.320,5.39,Specialty Groce,COOKIES DESSERT,BISCOTTI,COOKIES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,7.60,8.000,2.500
718604972349,71860497234,256095,,NONNIS,NONNIS THINS PISTACHIO ALMOND,4.440,OZ,6,22.320,5.39,Specialty Groce,COOKIES DESSERT,BISCOTTI,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000010,7.60,8.000,2.500
811961020231,81196102023,256160,,NAVITAS,NAVITAS MACA POWDER ORG,4.000,OZ,1,5.370,7.69,Herbs,SUPERFOOD & WHO,OTHER SUPERFOOD,SUPERFOOD & WHOLE FOOD SUPPLMT,NUTRITIONALS,100,ACTIVE,0000009,7.75,7.880,4.000
899587003005,89958700300,256201,,RAW REV,RAW REV BAR PRTN GLO PNT BTTR&SSLT,1.600,OZ,12,22.800,2.79,Natural Grocery,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,NATURAL GROCERY,100,ACTIVE,0000017,7.50,9.300,17.000
899587003029,89958700302,256202,,RAW REV,RAW REV BAR PRTN GLO PNT BTTR DRK,1.600,OZ,12,22.800,2.79,Natural Grocery,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,NATURAL GROCERY,100,ACTIVE,0000017,7.50,9.300,17.000
858959005030,85895900503,256406,,CHEFS CUT,CHEFS CUT JERKY CHKN HONEY BBQ,2.500,OZ,8,42.560,7.69,Natural Grocery,JERKY,JERKY MEAT,JERKY,NATURAL GROCERY,100,ACTIVE,0000005,7.30,8.870,1.800
858959005009,85895900500,256407,,CHEFS CUT,CHEFS CUT JERKY BEEF ORGNL,2.500,OZ,8,42.560,7.69,Natural Grocery,JERKY,JERKY MEAT,JERKY,NATURAL GROCERY,100,ACTIVE,0000005,7.30,8.870,1.800
858959005016,85895900501,256408,,CHEFS CUT,CHEFS CUT JERKY BEEF CHPTLE CRCKD P,2.500,OZ,8,42.560,7.69,Natural Grocery,JERKY,JERKY MEAT,JERKY,NATURAL GROCERY,100,ACTIVE,0000005,7.30,8.870,1.800
858959005023,85895900502,256409,,CHEFS CUT,CHEFS CUT JERKY TURKEY TERIYAKI,2.500,OZ,8,42.560,7.69,Natural Grocery,JERKY,JERKY MEAT,JERKY,NATURAL GROCERY,100,ACTIVE,0000005,7.30,8.870,1.800
047495210026,04749521002,256434,,NATURES BAKERY,NATURES BAKERY BAR FIG WW 6CT,12.00,OZ,6,27.360,6.59,Natural Grocery,BREAKFAST BARS,BREAKFAST BARS/TOAST,BREAKFAST BARS,NATURAL GROCERY,100,ACTIVE,0000014,5.75,5.880,5.320
070305006526,07030500652,256815,,HOWARDS,HOWARDS JUICE ONION,5.000,FO,12,43.800,5.29,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,8.000,8.000
070305006519,07030500651,256816,,HOWARDS,HOWARDS JUICE GARLIC,5.000,FO,12,43.800,5.29,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000007,6.00,8.000,8.000
868405000007,86840500000,256932,,THE 78 BRAND,THE 78 BRAND KETCHUP ORIGINAL,17.20,OZ,15,49.800,4.79,Specialty Groce,CONDIMENTS DRES,KETCHUP,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,6.25,9.300,16.880
868405000014,86840500001,256934,,THE 78 BRAND,THE 78 BRAND KETCHUP SPICY,17.20,OZ,15,50.700,4.89,Specialty Groce,CONDIMENTS DRES,KETCHUP,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,6.25,9.300,16.880
792851359474,79285135947,256995,,BURTS,BURTS CHIP PTO GUINNESS CHILI,5.300,OZ,10,36.200,5.19,Natural Grocery,CHIPS & PRETZEL,POTATO CHIPS,CHIPS & PRETZELS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,15.70,11.800,4.900
792851359467,79285135946,256996,,BURTS,BURTS CHIP PTO GUINNESS STOUT,5.300,OZ,10,36.200,5.19,Natural Grocery,CHIPS & PRETZEL,POTATO CHIPS,CHIPS & PRETZELS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000008,15.70,11.800,4.190
850397004217,85039700421,257039,,THATS IT,THATS IT BAR FRUIT APPLE STRWBRRY,1.200,OZ,12,16.440,1.99,Natural Grocery,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,NATURAL GROCERY,100,ACTIVE,0000018,9.25,8.750,14.000
753656712024,75365671202,257041,,THINK!,THINK! BAR LEMON DELIGHT,2.100,OZ,10,21.400,3.09,Natural Grocery,NUTRITION BARS,LIFESTYLE,NUTRITION BARS,NATURAL GROCERY,100,ITEM DISCONTINUED BY KEHE,0000017,6.81,9.630,18.900
089036422826,08903642282,257081,,TORANI,TORANI SYRUP FRENCH VANILLA,375.0,ML,4,15.440,5.59,Specialty Groce,BEV SYRUP,FLAVORD SYRUPS,BEV SYRUP,SPECIALTY GROCERY,100,ACTIVE,0000005,5.31,9.000,4.500
859154005030,85915400503,257090,,NICKS STICKS,NICKS STICKS SNACK TRKY STX SPCY FR RA,1.700,OZ,25,57.500,3.29,Natural Grocery,JERKY,MEAT STICKS,JERKY,NATURAL GROCERY,100,ACTIVE,0000020,5.25,10.120,11.000
030985041750,03098504175,257208,,DERMA E,DERMA E EYE LIFT FIRMING DMAE,.500,OZ,1,14.210,20.39,Health Body Car,FACE CARE,FACIAL MOISTURIZERS,FACE CARE,HEALTH BODY CARE,100,ACTIVE,0000003,3.75,4.800,.450
856069005001,85606900500,257341,,SIMPLE MILLS,SIMPLE MILLS MIX MUFFIN BANANA,9.000,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - MUFFIN,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,4.200
856069005094,85606900509,257342,,SIMPLE MILLS,SIMPLE MILLS MIX CAKE VANILLA,11.50,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - CAKE,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,5.130
856069005063,85606900506,257343,,SIMPLE MILLS,SIMPLE MILLS MIX PIZZA DOUGH,9.800,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - PIZZA C,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,4.490
856069005056,85606900505,257344,,SIMPLE MILLS,SIMPLE MILLS MIX PANCAKE & WAFFLE,10.70,OZ,6,37.320,8.89,Natural Grocery,PANCAKE WAFFLE,PANCAKES & WAFFLE MI,PANCAKE WAFFLE BREAKFAST,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,4.830
856069005032,85606900503,257346,,SIMPLE MILLS,SIMPLE MILLS MIX BREAD ARTISAN,10.40,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - BREAD,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,4.690
856069005025,85606900502,257347,,SIMPLE MILLS,SIMPLE MILLS MIX MUFFIN&CUPCAKE CHOC,11.20,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - MUFFIN,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,5.020
856069005018,85606900501,257348,,SIMPLE MILLS,SIMPLE MILLS MIX MUFFIN PUMPKIN,9.000,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - MUFFIN,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,4.200
075462007652,07546200765,257422,,DELL ALPE,DELL ALPE GIARDINIERA MEDIUM,16.00,OZ,12,47.400,5.69,Specialty Groce,OLIVES PICKLES,PEPPERS,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.25,7.250,19.000
075462009458,07546200945,257423,,DELL ALPE,DELL ALPE GIARDINIERA RELISH MILD,16.00,OZ,12,47.400,5.69,Specialty Groce,OLIVES PICKLES,PEPPERS,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000011,8.25,7.250,19.000
859154005023,85915400502,257458,,NICKS STICKS,NICKS STICKS SNACK BEEF STX SPCY GRASS FD,1.700,OZ,25,57.500,3.29,Natural Grocery,JERKY,MEAT STICKS,JERKY,NATURAL GROCERY,100,ACTIVE,0000020,5.25,10.120,11.000
089125260308,08912526030,257467,,ANCIENT HARVEST,ANCIENT HARVEST PASTA ROTINI RED LENTIL,8.000,OZ,6,22.860,5.49,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000011,10.25,8.000,7.500
089125210303,08912521030,257468,,ANCIENT HARVEST,ANCIENT HARVEST PASTA PENNE GREEN LENTIL,9.600,OZ,6,22.860,5.49,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000010,6.30,8.000,4.600
852291004201,85229100420,257586,,MY DADS COOKIES,MY DADS COOKIES COOKIES RSBRY LINZER,6.000,OZ,12,66.120,7.89,Natural Grocery,COOKIES,FRUIT NUT OATMEAL,COOKIES (PER),NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000005,11.68,14.930,6.000
852291004485,85229100448,257588,,MY DADS COOKIES,MY DADS COOKIES COOKIES LEMON DROP,6.000,OZ,12,66.120,7.89,Natural Grocery,COOKIES,FRUIT NUT OATMEAL,COOKIES (PER),NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000005,11.68,14.930,6.000
852291004249,85229100424,257595,,MY DADS COOKIES,MY DADS COOKIES COOKIES CHOC FANCY,6.000,OZ,12,66.120,7.89,Natural Grocery,COOKIES,CHOCOLATE CHOCOLATE,COOKIES (PER),NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000005,11.68,14.930,6.000
075462070069,07546207006,257685,,DELL ALPE,DELL ALPE CHEESE ROMANO GRATED,12.00,OZ,6,41.040,9.79,Specialty Groce,ITALIAN,SS CHEESE,SS CHEESE,SPECIALTY GROCERY,100,ACTIVE,0000014,10.00,5.500,5.500
074908370046,07490837004,257689,,DELGROSSO ORGAN,DELGROSSO ORGANIC PASTA SAUCE MARINARA ORG,24.00,OZ,12,41.640,4.99,Specialty Groce,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,SPECIALTY GROCERY,100,ACTIVE,0000013,10.50,6.500,28.500
074908326210,07490832621,257690,,LA FAMIGLIA DEL,LA FAMIGLIA DELGROSSO SAUCE SLOPPY JOE JOES,14.00,OZ,12,34.800,4.19,Specialty Groce,SS PASTA & PIZZ,SS PASTA SAUCE,SS PASTA & PIZZA SAUCES,SPECIALTY GROCERY,100,ACTIVE,0000011,8.75,5.250,16.500
856069005049,85606900504,257712,,SIMPLE MILLS,SIMPLE MILLS MIX COOKIE CHOC CHIP,9.400,OZ,6,37.320,8.89,Natural Grocery,BAKING INGREDIE,BAKING MIX - COOKIE,BAKING INGREDIENTS SUPPLIES,NATURAL GROCERY,100,ACTIVE,0000011,5.56,8.120,4.340
851818001877,85181800187,257724,,DRY SODA,DRY SODA CUCMBR DRY SPRKL CAN 4PK,48.00,FO,6,34.800,8.29,Natural Grocery,MAINSTREAM SODA,REGULAR,MAINSTREAM SODA,NATURAL GROCERY,100,ACTIVE,0000009,7.00,6.370,21.000
851818001884,85181800188,257726,,DRY SODA,DRY SODA SODA GINGER 4PK,48.00,OZ,6,34.800,8.29,Specialty Groce,MAINSTREAM SODA,REGULAR,MAINSTREAM SODA,SPECIALTY GROCERY,100,ACTIVE,0000009,7.00,6.370,21.000
851818001907,85181800190,257755,,DRY SODA,DRY SODA VAN BEAN DRY SPRKL CAN 4PK,48.00,OZ,6,34.800,8.29,Specialty Groce,MAINSTREAM SODA,REGULAR,MAINSTREAM SODA,SPECIALTY GROCERY,100,ACTIVE,0000009,7.00,6.370,21.000
631723207027,63172320702,257786,,DIVINA,DIVINA TOMATO RSTD RED,10.00,OZ,6,40.800,9.79,Specialty Groce,OLIVES PICKLES,PICKLED & MARINATED,OLIVES PICKLES PEPPERS,SPECIALTY GROCERY,100,ACTIVE,0000010,7.00,3.300,7.800
084114221964,08411422196,257801,,KETTLE FOODS,KETTLE FOODS CHIP PEPPERONCINI,5.000,OZ,15,45.000,4.29,Natural Grocery,CHIPS & PRETZEL,POTATO CHIPS,CHIPS & PRETZELS,NATURAL GROCERY,100,ACTIVE,0000019,15.56,10.880,6.940
077652082173,07765208217,258005,,STASH TEA,STASH TEA TEA GINGER ORANGE,18.00,BG,6,17.640,4.29,Natural Grocery,TEA,HERBAL TEA - BAGS,TEA,NATURAL GROCERY,100,ACTIVE,0000009,5.75,5.750,1.350
093709620020,09370962002,258041,,PAMELAS,PAMELAS GRAHAM CNNMN TRDTNL,7.500,OZ,6,30.180,7.19,Natural Grocery,COOKIES DESSERT,GRAHAM CRACKERS,COOKIES,NATURAL GROCERY,100,ACTIVE,0000009,7.87,7.000,6.400
093709620013,09370962001,258047,,PAMELAS,PAMELAS GRAHAM HONEY TRDTNL,7.500,OZ,6,30.180,7.19,Natural Grocery,COOKIES DESSERT,GRAHAM CRACKERS,COOKIES,NATURAL GROCERY,100,ACTIVE,0000009,7.87,7.000,6.400
686700005356,68670000535,258048,,GAMESA,GAMESA COOKIE MARAVILLAS VANILLA,17.20,OZ,8,34.720,6.29,Specialty Groce,AUTHENTIC MEXIC,COOKIES DESSERT,COOKIES,SPECIALTY GROCERY,100,ACTIVE,0000016,9.65,8.150,10.400
013562001439,01356200143,258074,,ANNIES HOMEGROW,ANNIES HOMEGROWN MAC & CHS SHELL AGED CHDR,6.000,OZ,12,39.960,4.79,Natural Grocery,ENTREE PREPARED,MACARONI & CHEESE DI,ENTREE PREPARED DISHES,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000010,6.18,7.250,5.640
744160200602,74416020060,258185,,BARSMITH,BARSMITH MIX OLD FASHIONED,12.70,FO,6,19.200,4.59,Specialty Groce,COCKTAIL MIXERS,DRINK MIXER NON SPAR,COCKTAIL MIXERS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.25,9.250,10.000
033844005252,03384400525,258193,,BADIA,BADIA SEEDS TRILORY HEALTH WHL,21.00,OZ,4,25.400,9.09,Specialty Groce,BAKING SEEDS NU,SEEDS,BAKING SEEDS NUTS,SPECIALTY GROCERY,100,ACTIVE,0000007,5.65,8.250,6.690
041390007248,04139000724,258196,,KIKKOMAN,KIKKOMAN MAYO SRIRACHA,8.500,OZ,9,25.200,4.09,Specialty Groce,CONDIMENTS DRES,MAINSTREAM,CONDIMENTS DRESSINGS,SPECIALTY GROCERY,100,ACTIVE,0000006,8.88,5.000,5.610
852913003018,85291300301,258287,,CROWN MAPLE,CROWN MAPLE SYRUP MAPLE AMBR CLR ORG,12.70,FO,6,59.220,14.19,Natural Grocery,SYRUP,SYRUP MAPLE,SYRUP,NATURAL GROCERY,100,ACTIVE,0000008,7.25,10.250,13.500
072368302126,07236830212,258323,,DELALLO,DELALLO FLOUR TYPE 00 ORG,17.60,OZ,10,40.400,5.79,Specialty Groce,ITALIAN,BAKING,BAKING INGREDIENTS SUPPLIES,SPECIALTY GROCERY,100,ACTIVE,0000007,11.40,9.800,11.800
742392757161,74239275716,258385,,CARRINGTON FARM,CARRINGTON FARMS CHIA SEED ORG,14.00,OZ,6,35.040,8.39,Natural Grocery,BAKING SEEDS NU,SEEDS,BAKING SEEDS NUTS,NATURAL GROCERY,100,MANUFACTURER_TEMP_OUT,0000012,6.00,9.500,6.000
074880201949,07488020194,258453,,SUNBIRD,SUNBIRD MIX SSNNG LOW MEIN,.740,OZ,24,23.760,1.49,Specialty Groce,SPICES SEASONIN,MAINSTREAM,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000008,5.75,5.430,1.630
855930001609,85593000160,258458,,ALEIAS,ALEIAS STUFFING MIX SAVORY GF,10.00,OZ,6,30.360,7.29,Specialty Groce,SPICES SEASONIN,BREAD CRUMBS STUFFIN,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000010,8.00,7.500,4.250
855930001593,85593000159,258460,,ALEIAS,ALEIAS STUFFING MIX PLAIN GF,10.00,OZ,6,30.360,7.29,Natural Grocery,SPICES SEASONIN,BREAD CRUMBS STUFFIN,SPICES SEASONING GRAVY COATING,NATURAL GROCERY,100,ACTIVE,0000010,8.00,7.500,4.250
072046500028,07204650002,258461,,KONRIKO,KONRIKO SSNNG CREOLE,2.500,OZ,6,21.240,5.09,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000006,4.00,4.000,3.000
852913003025,85291300302,258462,,CROWN MAPLE,CROWN MAPLE SYRUP MAPLE DARK CLR ORG,12.70,FO,6,59.220,14.19,Natural Grocery,SYRUP,SYRUP MAPLE,SYRUP,NATURAL GROCERY,100,ACTIVE,0000008,7.25,10.250,13.500
856885200093,85688520009,258557,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR LAVENDER FIELDS,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,8.87,9.180,10.500
856885200116,85688520011,258560,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR LEMON VERBENA,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,8.87,9.180,10.500
856885200123,85688520012,258561,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR GREEN TEA LEAVES,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,ACTIVE,0000007,8.87,9.180,10.500
856885200130,85688520013,258562,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR SWEET ALMOND,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,8.87,9.180,10.500
856885200185,85688520018,258568,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR BLOMNG JASMINE,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,8.87,9.180,10.500
856885200253,85688520025,258569,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR SHEA BUTTER,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000007,8.87,9.180,10.500
856885200383,85688520038,258570,,SOUTH OF FRANCE,SOUTH OF FRANCE SOAP BAR LUSH GARDENIA,6.000,OZ,3,8.580,4.09,Health Body Car,SOAP BATH PREPA,BAR SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,ACTIVE,0000007,8.87,9.180,10.500
856885200802,85688520080,258571,,SOUTH OF FRANCE,SOUTH OF FRANCE HAND WASH SHEA BUTTER,8.000,OZ,3,8.400,4.09,Health Body Car,SOAP BATH PREPA,LIQUID  SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,MANUFACTURER_TEMP_OUT,0000005,5.25,7.500,4.000
856885200819,85688520081,258572,,SOUTH OF FRANCE,SOUTH OF FRANCE HAND WASH LAVENDER FIELDS,8.000,OZ,3,8.400,4.09,Health Body Car,SOAP BATH PREPA,LIQUID  SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,ACTIVE,0000005,5.25,7.500,4.000
856885200826,85688520082,258573,,SOUTH OF FRANCE,SOUTH OF FRANCE HAND WASH GREEN TEA LEAVES,8.000,OZ,3,8.400,4.09,Health Body Car,SOAP BATH PREPA,LIQUID  SOAP,SOAP BATH PREPARATIONS,HEALTH BODY CARE,100,ACTIVE,0000005,5.25,7.500,4.000
871459001333,87145900133,258617,,DAIYA,DAIYA MAC & CHS CHEDDR DELUXE,10.60,OZ,8,30.960,5.59,Specialty Groce,ENTREE PREPARED,MACARONI & CHEESE DI,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000009,6.30,8.890,6.270
871459001340,87145900134,258618,,DAIYA,DAIYA MAC & CHS ALFREDO DELUXE,10.60,OZ,8,30.960,5.59,Specialty Groce,ENTREE PREPARED,MACARONI & CHEESE DI,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,MANUFACTURER_TEMP_OUT,0000009,6.27,8.890,6.270
871459001357,87145900135,258619,,DAIYA,DAIYA MAC & CHS WHT CHDDR DLUX,10.60,OZ,8,30.960,5.59,Specialty Groce,ENTREE PREPARED,MACARONI & CHEESE DI,ENTREE PREPARED DISHES,SPECIALTY GROCERY,100,ACTIVE,0000009,6.30,8.890,6.270
016291441897,01629144189,258627,,MORTON & BASSET,MORTON & BASSETT CHILI ANCHO POWDER GRND,2.300,OZ,3,19.890,9.49,Specialty Groce,SPICES SEASONIN,SEASONING LOOSE JAR,SPICES SEASONING GRAVY COATING,SPECIALTY GROCERY,100,ACTIVE,0000004,8.50,6.500,3.000
857183005038,85718300503,258654,,BANZA,BANZA PASTA CHICKPEA SHELLS,8.000,OZ,6,20.520,4.89,Specialty Groce,SS PASTA,SHORT CUT PASTA,SS PASTA,SPECIALTY GROCERY,100,ACTIVE,0000005,10.06,7.560,3.840
